Switch;introS;milliSec;10000;10;10;50;20;rand;median
10;17
20;16
30;16
40;16
50;17
60;16
70;16
80;16
90;16
100;16
110;16
120;16
130;16
140;16
150;16
160;16
170;16
180;16
190;17
200;16
210;17
220;16
230;16
240;16
250;15
260;16
270;16
280;16
290;16
300;15
310;16
320;17
330;16
340;17
350;16
360;16
370;16
380;16
390;16
400;16
410;16
420;16
430;17
440;16
450;16
460;16
470;16
480;16
490;16
500;16
